ar:,145618.5511,(358.6834, 266.0479, 357.5644)(358.4737, 302.7405, 7.9786)(0.0333, 243.0536, 0.2087)(359.8969, 108.1852, 0.1312),(358.6899, 266.3314, 357.5773)(358.5426, 302.6970, 8.1005)(0.2047, 242.9046, 0.1924)(0.1946, 175.6107, 0.2907)
ar:,148419.5512,(358.6834, 266.0479, 357.5644)(358.4737, 302.7405, 7.9786)(0.0333, 243.0536, 0.2087)(359.8969, 108.1852, 0.1312),(358.6816, 266.3317, 357.5695)(358.5426, 302.6970, 8.1005)(0.1851, 242.9143, 0.1804)(0.2056, 175.6107, 0.2788)
vr:,18565.4153,(0.0000, 0.0000, 0.0000),(275.5457, 350.5978, 356.1966)
ar:,12208.3152,(358.6490, 266.3488, 357.5541)(358.5237, 302.6799, 8.1120)(0.1634, 242.9300, 0.1940)(0.2061, 175.5993, 0.2902),(358.6504, 266.4136, 357.5533)(358.5334, 302.6862, 8.1057)(0.1791, 242.9300, 0.1902)(2.2041, 233.9780, 89.4219)
ar:,30012.4237,(358.6490, 266.3488, 357.5541)(358.5237, 302.6799, 8.1120)(0.1634, 242.9300, 0.1940)(0.2061, 175.5993, 0.2902),(358.6760, 266.5105, 357.5270)(358.5300, 302.7318, 8.1060)(359.5375, 292.9865, 0.5261)(0.3417, 211.0084, 0.2256)
vr:,17112.7884,(0.0000, 0.0000, 0.0000),(17.6225, 110.0483, 0.3879)
ar:,54047.004,(358.6685, 266.8509, 357.5723)(358.5381, 302.6964, 8.1160)(359.9664, 292.9884, 0.5720)(0.1763, 210.9976, 0.6078),(358.6900, 267.1346, 357.5362)(358.5755, 302.6735, 8.1098)(359.5121, 25.8210, 359.3591)(0.1094, 211.0084, 0.7201)
ar:,75662.0048,(358.6685, 266.8509, 357.5723)(358.5381, 302.6964, 8.1160)(359.9664, 292.9884, 0.5720)(0.1763, 210.9976, 0.6078),(358.8202, 286.2930, 357.2607)(358.5781, 302.7148, 8.1191)(1.2212, 344.3023, 0.4679)(0.0843, 211.0083, 0.7250)
vr:,24472.9764,(0.0000, 0.0000, 0.0000),(351.7982, 39.9765, 274.5029)
ar:,12674.0418,(358.7358, 286.3109, 357.2811)(358.5718, 302.7246, 8.1093)(1.0318, 344.3012, 0.4361)(0.1083, 210.9974, 0.7673),(9.2727, 292.5750, 262.2150)(358.5692, 303.9274, 8.1017)(1.0123, 344.2787, 0.4618)(0.0926, 210.9611, 0.7391)
ar:,26491.0437,(358.7358, 286.3109, 357.2811)(358.5718, 302.7246, 8.1093)(1.0318, 344.3012, 0.4361)(0.1083, 210.9974, 0.7673),(359.2459, 134.2326, 356.7109)(0.0579, 28.5645, 8.5592)(0.9829, 344.2789, 0.5005)(0.0896, 210.9500, 0.7501)
vr:,14433.7233,(0.0000, 0.0000, 0.0000),(10.6958, 271.8513, 357.3876)
ar:,18358.4137,(359.0646, 134.2121, 356.7251)(359.0340, 28.5639, 8.8090)(0.9846, 344.2563, 0.5117)(0.0956, 210.9722, 0.7280),(359.0119, 134.2134, 356.7473)(359.3200, 293.2813, 10.0069)(0.9928, 344.2675, 0.4875)(0.0844, 210.9972, 0.7250)
