vr:,16267.9925,(0.0000, 0.0000, 0.0000),(34.6384, 195.9963, 352.8693)
ar:,13812.0009,(355.5568, 49.2775, 7.2298)(359.1285, 50.7300, 8.1800)(0.5601, 277.9980, 0.4696)(0.1440, 148.4921, 0.2571),(355.5265, 49.2751, 7.2412)(346.7746, 313.7290, 293.3072)(0.5520, 277.8600, 0.4765)(0.1549, 148.5172, 0.2540)
ar:,32496.1753,(355.5568, 49.2775, 7.2298)(359.1285, 50.7300, 8.1800)(0.5601, 277.9980, 0.4696)(0.1440, 148.4921, 0.2571),(355.5413, 49.3500, 7.1962)(359.7513, 299.7678, 5.7625)(0.5520, 277.8600, 0.4765)(359.9304, 157.3239, 0.0607)
vr:,15212.0018,(0.0000, 0.0000, 0.0000),(352.5946, 55.2085, 284.7517)
ar:,21397.001,(355.5578, 49.3398, 7.2168)(359.4633, 299.6714, 5.6019)(0.5534, 277.7867, 0.4600)(0.0473, 157.3128, 0.1191),(355.5488, 49.3280, 7.2384)(359.3556, 299.6241, 5.7323)(0.5786, 277.6811, 0.4530)(2.1610, 252.6910, 91.2883)
ar:,44516.1542,(355.5578, 49.3398, 7.2168)(359.4633, 299.6714, 5.6019)(0.5534, 277.7867, 0.4600)(0.0473, 157.3128, 0.1191),(355.5729, 49.3410, 7.2112)(359.2798, 299.6805, 5.8806)(359.8391, 303.5021, 0.2816)(0.4378, 283.0567, 359.6668)
vr:,22451.3958,(0.0000, 0.0000, 0.0000),(17.8665, 239.1568, 5.2617)
ar:,13238.0015,(355.5431, 49.2269, 7.1862)(359.2411, 299.6559, 6.0634)(-0.0035, 303.5180, 0.4051)(0.3248, 283.0411, 359.7272),(355.5192, 49.1997, 7.1881)(359.1981, 299.6527, 6.1943)(0.7372, 158.4632, 359.2766)(0.2908, 283.0413, 359.7396)
ar:,40245.7374,(355.5431, 49.2269, 7.1862)(359.2411, 299.6559, 6.0634)(-0.0035, 303.5180, 0.4051)(0.3248, 283.0411, 359.7272),(359.2249, 99.5119, 357.2928)(359.1134, 299.6176, 6.6166)(0.0693, 32.6041, 0.4978)(0.2711, 283.1219, 359.7702)
vr:,15681.0832,(0.0000, 0.0000, 0.0000),(0.8391, 325.4722, 94.1947)
ar:,14251.4302,(359.1610, 99.5143, 357.1818)(359.0643, 299.5763, 6.7802)(-0.0023, 32.6038, 0.6202)(0.2640, 283.1308, 359.7612),(29.0369, 14.4678, 269.1854)(359.0439, 299.5836, 6.9509)(359.9881, 32.5928, 0.6532)(0.2621, 283.0897, 359.7772)
