vr:,14976.0007,(0.0000, 0.0000, 0.0000),(2.8614, 251.7430, 282.9860)
ar:,15746.0017,(357.1436, 56.3757, 356.3493)(359.6506, 327.9690, 0.0288)(0.8411, 319.9451, 357.2538)(358.7614, 285.5642, 0.9840),(357.1436, 56.3757, 356.3493)(359.6506, 327.9690, 0.0288)(0.8411, 319.9451, 357.2538)(358.7614, 285.5642, 0.9840)
ar:,47432.0039,(357.1436, 56.3757, 356.3493)(359.6506, 327.9690, 0.0288)(0.8411, 319.9451, 357.2538)(358.7614, 285.5642, 0.9840),(357.0437, 76.0922, 356.0562)(359.6710, 328.0054, 359.9751)(0.8117, 319.9457, 357.2402)(357.7753, 74.7189, 266.1808)
vr:,11721.0011,(0.0000, 0.0000, 0.0000),(4.7884, 269.9184, 355.3057)
ar:,11707.8029,(356.9962, 76.0847, 356.1360)(359.6867, 327.9944, 359.9468)(0.8084, 319.9712, 357.2297)(357.7807, 74.6951, 266.2268),(356.9891, 76.0847, 356.1450)(359.6725, 327.9913, 359.9389)(0.8041, 319.9565, 357.2186)(357.7936, 74.6945, 266.2366)
ar:,51287.8072,(356.9962, 76.0847, 356.1360)(359.6867, 327.9944, 359.9468)(0.8084, 319.9712, 357.2297)(357.7807, 74.6951, 266.2268),(356.8116, 201.7809, 356.3626)(358.8210, 19.7662, 359.6899)(0.7874, 319.9933, 357.2375)(357.8163, 74.6882, 266.1931)
vr:,15250.9998,(0.0000, 0.0000, 0.0000),(10.0446, 139.3222, 359.1116)
ar:,17697.8968,(356.7875, 201.7625, 356.2419)(359.1445, 19.7648, 359.7695)(0.8050, 319.9927, 357.2189)(357.8163, 74.6938, 266.2336),(356.7852, 201.7057, 356.1850)(359.4398, 217.4439, 357.5111)(0.8278, 320.0070, 357.2475)(357.8273, 74.6821, 266.2324)
ar:,40695.8984,(356.7875, 201.7625, 356.2419)(359.1445, 19.7648, 359.7695)(0.8050, 319.9927, 357.2189)(357.8163, 74.6938, 266.2336),(356.7925, 201.6729, 356.1407)(359.5409, 176.0829, 359.3163)(0.1586, 16.5359, 0.1041)(357.7768, 74.6582, 266.3783)
vr:,15744.0009,(0.0000, 0.0000, 0.0000),(3.1842, 266.0939, 79.6841)
ar:,17742.0019,(356.7925, 201.6729, 356.1407)(359.5409, 176.0829, 359.3163)(0.1586, 16.5359, 0.1041)(357.7768, 74.6582, 266.3783),(356.7925, 201.6729, 356.1407)(359.5409, 176.0829, 359.3163)(0.1586, 16.5359, 0.1041)(357.7768, 74.6582, 266.3783)
ar:,47153.0103,(356.7925, 201.6729, 356.1407)(359.5409, 176.0829, 359.3163)(0.1586, 16.5359, 0.1041)(357.7768, 74.6582, 266.3783),(356.8068, 201.6953, 356.1311)(359.1636, 176.0505, 359.3524)(1.2356, 230.1287, 0.1983)(357.7350, 74.6345, 266.4187)
ar:,51695.0109,(356.7925, 201.6729, 356.1407)(359.5409, 176.0829, 359.3163)(0.1586, 16.5359, 0.1041)(357.7768, 74.6582, 266.3783),(356.8181, 201.6948, 356.1333)(359.1640, 176.0504, 359.3638)(1.2453, 230.1285, 0.1776)(357.7368, 74.6357, 266.4304)
vr:,12637.0424,(0.0000, 0.0000, 0.0000),(2.7208, 42.3113, 85.4144)
ar:,11538.7781,(356.8103, 201.6732, 356.1091)(359.1419, 175.9926, 359.3993)(1.2765, 230.1183, 0.1920)(357.7319, 74.6407, 266.4365),(356.8064, 201.6840, 356.1314)(359.1539, 175.9466, 359.4222)(84.4862, 327.2690, 102.4942)(357.7454, 74.6530, 266.4464)
ar:,33478.7794,(356.8103, 201.6732, 356.1091)(359.1419, 175.9926, 359.3993)(1.2765, 230.1183, 0.1920)(357.7319, 74.6407, 266.4365),(356.8094, 201.6507, 356.1096)(359.1540, 175.9580, 359.4221)(1.3795, 225.6313, 359.4987)(357.7460, 74.6912, 266.4858)
vr:,21490.7099,(0.0000, 0.0000, 0.0000),(285.1371, 94.3831, 5.7789)
ar:,8635.9997,(356.8077, 201.6617, 356.1206)(359.1302, 175.9469, 359.4001)(1.2534, 225.6373, 0.0052)(357.7135, 74.6764, 266.4618),(356.8098, 201.6620, 356.1093)(359.1298, 175.8667, 359.4007)(356.5640, 293.7773, 52.4214)(357.7165, 74.6758, 266.4845)
ar:,11120.001,(356.8077, 201.6617, 356.1206)(359.1302, 175.9469, 359.4001)(1.2534, 225.6373, 0.0052)(357.7135, 74.6764, 266.4618),(356.8124, 201.6734, 356.0978)(359.1300, 175.8208, 359.4125)(356.6740, 295.8303, 51.7907)(357.7153, 74.6875, 266.4729)
ar:,30440.0023,(356.8077, 201.6617, 356.1206)(359.1302, 175.9469, 359.4001)(1.2534, 225.6373, 0.0052)(357.7135, 74.6764, 266.4618),(357.7204, 274.8746, 355.5863)(359.1300, 175.9125, 359.4004)(1.2431, 202.6480, 359.2788)(357.7392, 74.6752, 266.4815)
vr:,14788.5339,(0.0000, 0.0000, 0.0000),(2.8890, 222.9304, 78.6491)
ar:,14382.9944,(357.2921, 274.8428, 355.9015)(359.1412, 175.9354, 359.3883)(1.0968, 202.6396, 359.7170)(357.7423, 74.6690, 266.4636),(353.0150, 147.8174, 282.5071)(359.1404, 175.8668, 359.3774)(1.0743, 202.6407, 359.8294)(357.7215, 74.6807, 266.4778)
